id	method	nsnp	b	se	CIlower	CIupper	pval	intercept	intercept_se	inter_CIlower	inter_CIupper	intercept_pval	hetero_Q	hetero_pvale	heterogenity	pleiotropy	fdr
SeqId_5089_11	Wald_ratio	1	0.135224441030893	0.0465942993684929	NA	NA	0.00370590847221451	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0959089112609115
SeqId_15534_26	Wald_ratio	1	0.0660432861060979	0.0344043541900553	NA	NA	0.0549059169517386	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379937200724865
SeqId_14090_23	Wald_ratio	1	-0.256949822036246	0.0516173033340675	NA	NA	6.42518181151556e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.55835024009194e-05
SeqId_10630_5	Wald_ratio	1	-0.0356071261134552	0.0174214721050164	NA	NA	0.0409669478589901	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318533804491217
SeqId_9212_22	Wald_ratio	1	-0.0144049397011704	0.0200153954458429	NA	NA	0.471714046150032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.839372437834547
SeqId_15370_5	Wald_ratio	1	-0.00584339778246128	0.00923485750939247	NA	NA	0.526893964065688	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.854214444730313
SeqId_3799_11	Wald_ratio	1	0.0243788416587308	0.0191501663430501	NA	NA	0.203005443558588	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636463649714602
SeqId_3381_24	Wald_ratio	1	-0.0267235279739622	0.0331371489586147	NA	NA	0.419982136327027	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.834381692867583
SeqId_17706_4	Wald_ratio	1	-0.010021950129823	0.0421215868843118	NA	NA	0.811936105754594	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968781150533025
SeqId_19277_4	Wald_ratio	1	-0.0133504467394981	0.0078563468847631	NA	NA	0.0892589217607278	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.461681598879807
